"Time";"Displacement"
"2020-12-04T06:04";9
"2020-12-04T06:09";6
"2020-12-04T06:14";3
"2020-12-04T06:19";4
"2020-12-04T06:24";4
"2020-12-04T06:29";4
"2020-12-04T06:34";3
"2020-12-04T06:39";6
"2020-12-04T06:44";4
"2020-12-04T06:50";5
"2020-12-04T06:55";4
"2020-12-04T07:00";4
"2020-12-04T07:05";4
"2020-12-04T07:10";4
"2020-12-04T07:15";5
"2020-12-04T07:20";4
"2020-12-04T07:25";4
"2020-12-04T07:31";4
"2020-12-04T07:36";4
"2020-12-04T07:41";4
"2020-12-04T07:46";5
"2020-12-04T07:51";4
"2020-12-04T07:56";4
"2020-12-04T08:01";4
"2020-12-04T08:06";6
"2020-12-04T08:12";4
"2020-12-04T08:17";6
"2020-12-04T08:22";4
"2020-12-04T08:27";4
"2020-12-04T08:32";5
"2020-12-04T08:37";4
"2020-12-04T08:42";4
"2020-12-04T08:53";5
"2020-12-04T08:58";4
"2020-12-04T09:03";5
"2020-12-04T09:08";4
"2020-12-04T09:13";4
"2020-12-04T09:18";4
"2020-12-04T09:23";4
"2020-12-04T09:28";4
"2020-12-04T09:33";4
"2020-12-04T09:39";3
"2020-12-04T09:44";3
"2020-12-04T09:49";3
"2020-12-04T09:54";4
"2020-12-04T09:59";3
"2020-12-04T10:04";3
"2020-12-04T10:09";3
"2020-12-04T10:15";4
"2020-12-04T10:20";3
"2020-12-04T10:25";3
"2020-12-04T10:30";2
"2020-12-04T10:35";3
"2020-12-04T10:40";2
"2020-12-04T10:45";3
"2020-12-04T10:50";3
"2020-12-04T10:55";4
"2020-12-04T11:01";4
"2020-12-04T11:06";6
"2020-12-04T11:11";6
"2020-12-04T11:16";5
"2020-12-04T11:21";5
"2020-12-04T11:26";4
"2020-12-04T11:31";5
"2020-12-04T11:36";5
"2020-12-04T11:42";4
"2020-12-04T11:47";5
"2020-12-04T11:52";3
"2020-12-04T11:57";4
"2020-12-04T12:02";4
"2020-12-04T12:07";4
"2020-12-04T12:12";4
"2020-12-04T12:17";4
"2020-12-04T12:22";4
"2020-12-04T12:28";4
"2020-12-04T12:33";5
"2020-12-04T12:38";5
"2020-12-04T12:43";4
"2020-12-04T12:48";5
"2020-12-04T12:53";4
"2020-12-04T12:58";5
"2020-12-04T13:03";4
"2020-12-04T13:08";4
"2020-12-04T13:14";4
"2020-12-04T13:19";4
"2020-12-04T13:24";3
"2020-12-04T13:29";4
"2020-12-04T13:34";4
"2020-12-04T13:39";5
"2020-12-04T13:44";4
"2020-12-04T13:50";5
"2020-12-04T13:55";3
"2020-12-04T14:00";3
"2020-12-04T14:05";4
"2020-12-04T14:10";3
"2020-12-04T14:15";3
"2020-12-04T14:20";4
"2020-12-04T14:25";4
"2020-12-04T14:30";4
"2020-12-04T14:36";4
"2020-12-04T14:41";4
"2020-12-04T14:46";4
"2020-12-04T14:51";5
"2020-12-04T14:56";3
"2020-12-04T15:01";5
"2020-12-04T15:06";4
"2020-12-04T15:11";6
"2020-12-04T15:17";3
"2020-12-04T15:22";3
"2020-12-04T15:27";3
"2020-12-04T15:32";3
"2020-12-04T15:37";3
"2020-12-04T15:42";4
"2020-12-04T15:47";3
"2020-12-04T15:52";5
"2020-12-04T15:58";3
"2020-12-04T16:03";4
"2020-12-04T16:08";3
"2020-12-04T16:13";4
"2020-12-04T16:18";3
"2020-12-04T16:23";6
"2020-12-04T16:28";3
"2020-12-04T16:34";6
"2020-12-04T16:39";5
"2020-12-04T16:44";3
"2020-12-04T16:49";4
"2020-12-04T16:54";4
"2020-12-04T16:59";3
"2020-12-04T17:04";4
"2020-12-04T17:09";4
"2020-12-04T17:14";4
"2020-12-04T17:20";5
"2020-12-04T17:25";5
"2020-12-04T17:30";4
"2020-12-04T17:35";4
"2020-12-04T17:40";5
"2020-12-04T17:45";5
"2020-12-04T17:50";3
"2020-12-04T17:55";5
"2020-12-04T18:00";4
"2020-12-04T18:06";4
"2020-12-04T18:11";5
"2020-12-04T18:16";5
"2020-12-04T18:21";4
"2020-12-04T18:26";5
"2020-12-04T18:31";6
"2020-12-04T18:36";5
"2020-12-04T18:41";4
"2020-12-04T18:47";4
"2020-12-04T18:52";4
"2020-12-04T18:57";4
"2020-12-04T19:02";5
"2020-12-04T19:07";4
"2020-12-04T19:12";5
"2020-12-04T19:17";6
"2020-12-04T19:22";5
"2020-12-04T19:28";4
"2020-12-04T19:33";6
"2020-12-04T19:38";4
"2020-12-04T19:43";6
"2020-12-04T19:48";5
"2020-12-04T19:53";5
"2020-12-04T19:58";4
"2020-12-04T20:03";5
"2020-12-04T20:08";4
"2020-12-04T20:14";5
"2020-12-04T20:19";5
"2020-12-04T20:24";5
"2020-12-04T20:29";4
"2020-12-04T20:34";4
"2020-12-04T20:39";5
"2020-12-04T20:44";5
"2020-12-04T20:49";3
"2020-12-04T20:55";4
"2020-12-04T21:00";6
"2020-12-04T21:05";4
"2020-12-04T21:10";4
"2020-12-04T21:15";5
"2020-12-04T21:20";4
"2020-12-04T21:25";5
"2020-12-04T21:30";4
"2020-12-04T21:35";4
"2020-12-04T21:41";4
"2020-12-04T21:46";4
"2020-12-04T21:51";4
"2020-12-04T21:56";4
"2020-12-04T22:01";4
"2020-12-04T22:06";4
"2020-12-04T22:11";4
"2020-12-04T22:21";4
"2020-12-04T22:27";5
"2020-12-04T22:32";4
"2020-12-04T22:37";4
"2020-12-04T22:42";5
"2020-12-04T22:47";3
"2020-12-04T22:52";3
"2020-12-04T22:57";3
"2020-12-04T23:02";3
"2020-12-04T23:08";3
"2020-12-04T23:13";3
"2020-12-04T23:18";3
"2020-12-04T23:23";3
"2020-12-04T23:28";3
"2020-12-04T23:33";3
"2020-12-04T23:38";2
"2020-12-04T23:43";3
"2020-12-04T23:48";3
"2020-12-04T23:54";2
"2020-12-04T23:59";3
"2020-12-05T00:04";3
"2020-12-05T00:09";3
"2020-12-05T00:14";3
"2020-12-05T00:19";2
"2020-12-05T00:24";3
"2020-12-05T00:30";2
"2020-12-05T00:35";3
"2020-12-05T00:40";3
"2020-12-05T00:45";3
"2020-12-05T00:50";2
"2020-12-05T00:55";3
"2020-12-05T01:01";3
"2020-12-05T01:06";2
"2020-12-05T01:16";3
"2020-12-05T01:21";3
"2020-12-05T01:26";3
"2020-12-05T01:31";3
"2020-12-05T01:36";5
"2020-12-05T01:42";4
"2020-12-05T01:47";5
"2020-12-05T01:52";4
"2020-12-05T01:57";5
"2020-12-05T02:02";5
"2020-12-05T02:07";4
"2020-12-05T02:12";5
"2020-12-05T02:17";5
"2020-12-05T02:23";4
"2020-12-05T02:28";5
"2020-12-05T02:33";5
"2020-12-05T02:38";5
"2020-12-05T02:43";5
"2020-12-05T02:48";6
"2020-12-05T02:53";4
"2020-12-05T02:58";4
"2020-12-05T03:03";3
"2020-12-05T03:09";6
"2020-12-05T03:14";6
"2020-12-05T03:19";5
"2020-12-05T03:24";4
"2020-12-05T03:29";6
"2020-12-05T03:34";5
"2020-12-05T03:39";4
"2020-12-05T03:44";3
"2020-12-05T03:50";4
"2020-12-05T03:55";4
"2020-12-05T04:00";5
"2020-12-05T04:05";4
"2020-12-05T04:10";3
"2020-12-05T04:15";6
"2020-12-05T04:20";3
"2020-12-05T04:25";5
"2020-12-05T04:30";3
"2020-12-05T04:36";3
"2020-12-05T04:41";4
"2020-12-05T04:46";5
"2020-12-05T04:51";4
"2020-12-05T04:56";5
"2020-12-05T05:01";4
"2020-12-05T05:06";7
"2020-12-05T05:11";4
"2020-12-05T05:17";4
"2020-12-05T05:22";4
"2020-12-05T05:27";4
"2020-12-05T05:32";4
"2020-12-05T05:37";5
"2020-12-05T05:42";4
"2020-12-05T05:47";4
"2020-12-05T05:53";6
"2020-12-05T05:58";4
"2020-12-05T06:03";4
"2020-12-05T06:08";5
"2020-12-05T06:18";5
"2020-12-05T06:23";6
"2020-12-05T06:28";6
"2020-12-05T06:39";4
"2020-12-05T06:44";5
"2020-12-05T06:54";4
"2020-12-05T06:59";5
"2020-12-05T07:04";6
"2020-12-05T07:09";4
"2020-12-05T07:15";7
"2020-12-05T07:20";5
"2020-12-05T07:25";8
"2020-12-05T07:30";6
"2020-12-05T07:35";8
"2020-12-05T07:40";6
"2020-12-05T07:45";2
"2020-12-05T07:50";3
"2020-12-05T07:55";6
"2020-12-05T08:01";5
"2020-12-05T08:06";8
"2020-12-05T08:11";6
"2020-12-05T08:16";7
"2020-12-05T08:21";4
"2020-12-05T08:26";8
"2020-12-05T08:31";5
"2020-12-05T08:36";7
"2020-12-05T08:42";5
"2020-12-05T08:47";5
"2020-12-05T08:52";6
"2020-12-05T08:57";4
"2020-12-05T09:02";5
"2020-12-05T09:07";5
"2020-12-05T09:12";5
"2020-12-05T09:17";4
"2020-12-05T09:23";5
"2020-12-05T09:28";4
"2020-12-05T09:33";6
"2020-12-05T09:38";5
"2020-12-05T09:43";6
"2020-12-05T09:48";5
"2020-12-05T09:53";4
"2020-12-05T09:58";7
"2020-12-05T10:03";8
"2020-12-05T10:09";8
"2020-12-05T10:14";5
"2020-12-05T10:19";5
"2020-12-05T10:24";6
"2020-12-05T10:29";5
"2020-12-05T10:34";5
"2020-12-05T10:39";4
"2020-12-05T10:45";5
"2020-12-05T10:50";5
"2020-12-05T10:55";5
"2020-12-05T11:00";5
"2020-12-05T11:05";7
"2020-12-05T11:10";5
"2020-12-05T11:15";3
"2020-12-05T11:20";3
"2020-12-05T11:26";3
"2020-12-05T11:31";4
"2020-12-05T11:36";3
"2020-12-05T11:41";2
"2020-12-05T11:46";4
"2020-12-05T11:51";4
"2020-12-05T11:56";3
"2020-12-05T12:01";3
"2020-12-05T12:07";2
"2020-12-05T12:12";3
"2020-12-05T12:17";3
"2020-12-05T12:22";3
"2020-12-05T12:27";3
"2020-12-05T12:32";3
"2020-12-05T12:37";3
"2020-12-05T12:42";2
"2020-12-05T12:48";3
"2020-12-05T12:53";3
"2020-12-05T12:58";3
"2020-12-05T13:03";3
"2020-12-05T13:08";3
"2020-12-05T13:13";2
"2020-12-05T13:18";2
"2020-12-05T13:23";3
"2020-12-05T13:29";3
"2020-12-05T13:34";3
"2020-12-05T13:39";3
"2020-12-05T13:44";3
"2020-12-05T13:49";2
"2020-12-05T13:54";3
"2020-12-05T13:59";3
"2020-12-05T14:04";3
"2020-12-05T14:10";2
"2020-12-05T14:15";3
"2020-12-05T14:20";3
"2020-12-05T14:25";2
"2020-12-05T14:30";3
"2020-12-05T14:35";2
"2020-12-05T14:40";3
"2020-12-05T14:46";3
"2020-12-05T14:51";2
"2020-12-05T14:56";2
"2020-12-05T15:01";3
"2020-12-05T15:06";3
"2020-12-05T15:11";3
"2020-12-05T15:16";2
"2020-12-05T15:21";3
"2020-12-05T15:26";3
"2020-12-05T15:32";3
"2020-12-05T15:37";3
"2020-12-05T15:42";3
"2020-12-05T15:47";2
"2020-12-05T15:52";2
"2020-12-05T15:57";3
"2020-12-05T16:02";3
"2020-12-05T16:07";3
"2020-12-05T16:13";3
"2020-12-05T16:18";3
"2020-12-05T16:23";2
"2020-12-05T16:28";3
"2020-12-05T16:33";2
"2020-12-05T16:38";3
"2020-12-05T16:43";2
"2020-12-05T16:48";3
"2020-12-05T16:54";3
"2020-12-05T16:59";2
"2020-12-05T17:04";4
"2020-12-05T17:09";5
"2020-12-05T17:14";5
"2020-12-05T17:19";8
"2020-12-05T17:24";6
"2020-12-05T17:29";5
"2020-12-05T17:34";7
"2020-12-05T17:40";4
"2020-12-05T17:45";5
"2020-12-05T17:50";6
"2020-12-05T17:55";6
"2020-12-05T18:00";5
"2020-12-05T18:05";6
"2020-12-05T18:10";3
"2020-12-05T18:15";2
"2020-12-05T18:21";5
"2020-12-05T18:26";4
"2020-12-05T18:31";5
"2020-12-05T18:36";5
"2020-12-05T18:41";5
"2020-12-05T18:46";5
"2020-12-05T18:51";4
"2020-12-05T18:56";5
"2020-12-05T19:02";4
"2020-12-05T19:07";4
"2020-12-05T19:12";4
"2020-12-05T19:17";6
"2020-12-05T19:22";6
"2020-12-05T19:27";6
"2020-12-05T19:32";4
"2020-12-05T19:37";4
"2020-12-05T19:43";3
"2020-12-05T19:48";5
"2020-12-05T19:53";4
"2020-12-05T19:58";6
"2020-12-05T20:03";4
"2020-12-05T20:08";5
"2020-12-05T20:13";4
"2020-12-05T20:18";4
"2020-12-05T20:24";5
"2020-12-05T20:29";3
"2020-12-05T20:34";10
"2020-12-05T20:39";7
"2020-12-05T20:44";6
"2020-12-05T20:49";4
"2020-12-05T20:59";7
"2020-12-05T21:05";5
"2020-12-05T21:10";4
"2020-12-05T21:15";5
"2020-12-05T21:20";5
"2020-12-05T21:25";5
"2020-12-05T21:30";3
"2020-12-05T21:35";3
"2020-12-05T21:41";3
"2020-12-05T21:46";4
"2020-12-05T21:51";4
"2020-12-05T21:56";5
"2020-12-05T22:01";4
"2020-12-05T22:06";3
"2020-12-05T22:11";3
"2020-12-05T22:16";7
"2020-12-05T22:21";4
"2020-12-05T22:27";5
"2020-12-05T22:32";4
"2020-12-05T22:37";3
"2020-12-05T22:42";4
"2020-12-05T22:47";4
"2020-12-05T22:52";4
"2020-12-05T22:57";3
"2020-12-05T23:03";3
"2020-12-05T23:08";4
"2020-12-05T23:13";4
"2020-12-05T23:18";3
"2020-12-05T23:23";3
"2020-12-05T23:28";4
"2020-12-05T23:33";3
"2020-12-05T23:39";4
"2020-12-05T23:44";3
"2020-12-05T23:49";4
"2020-12-05T23:54";4
"2020-12-05T23:59";3
"2020-12-06T00:04";4
"2020-12-06T00:09";5
"2020-12-06T00:14";7
"2020-12-06T00:19";5
"2020-12-06T00:24";3
"2020-12-06T00:30";8
"2020-12-06T00:35";4
"2020-12-06T00:40";6
"2020-12-06T00:45";6
"2020-12-06T00:50";5
"2020-12-06T00:55";4
"2020-12-06T01:00";4
"2020-12-06T01:05";4
"2020-12-06T01:11";6
"2020-12-06T01:16";8
"2020-12-06T01:21";5
"2020-12-06T01:26";5
"2020-12-06T01:31";5
"2020-12-06T01:36";4
"2020-12-06T01:41";7
"2020-12-06T01:46";6
"2020-12-06T01:52";7
"2020-12-06T01:57";5
"2020-12-06T02:02";5
"2020-12-06T02:07";4
"2020-12-06T02:12";7
"2020-12-06T02:17";4
"2020-12-06T02:22";5
"2020-12-06T02:27";6
"2020-12-06T02:33";6
"2020-12-06T02:38";4
"2020-12-06T02:43";5
"2020-12-06T02:48";4
"2020-12-06T02:53";3
"2020-12-06T02:58";5
"2020-12-06T03:03";4
"2020-12-06T03:08";3
"2020-12-06T03:13";4
"2020-12-06T03:19";4
"2020-12-06T03:24";4
"2020-12-06T03:29";3
"2020-12-06T03:34";3
"2020-12-06T03:39";4
"2020-12-06T03:44";4
"2020-12-06T03:49";5
"2020-12-06T03:55";5
"2020-12-06T04:00";3
"2020-12-06T04:05";4
"2020-12-06T04:10";4
"2020-12-06T04:15";4
"2020-12-06T04:20";5
"2020-12-06T04:25";4
"2020-12-06T04:30";4
"2020-12-06T04:36";5
"2020-12-06T04:41";3
"2020-12-06T04:46";5
"2020-12-06T04:51";5
"2020-12-06T04:56";4
"2020-12-06T05:01";5
"2020-12-06T05:06";4
"2020-12-06T05:11";4
"2020-12-06T05:22";3
"2020-12-06T05:27";5
"2020-12-06T05:37";4
"2020-12-06T05:42";5
"2020-12-06T05:47";4
"2020-12-06T05:52";5
"2020-12-06T05:58";4
"2020-12-06T06:03";4
"2020-12-06T06:08";5
"2020-12-06T06:13";5
"2020-12-06T06:18";5
"2020-12-06T06:23";5
"2020-12-06T06:28";4
"2020-12-06T06:34";4
"2020-12-06T06:39";5
"2020-12-06T06:44";5
"2020-12-06T06:49";3
"2020-12-06T06:54";4
"2020-12-06T06:59";4
"2020-12-06T07:04";5
"2020-12-06T07:09";4
"2020-12-06T07:15";4
"2020-12-06T07:20";6
"2020-12-06T07:25";4
"2020-12-06T07:30";3
"2020-12-06T07:35";4
"2020-12-06T07:40";3
"2020-12-06T07:45";4
"2020-12-06T07:50";3
"2020-12-06T07:56";3
"2020-12-06T08:01";4
"2020-12-06T08:06";3
"2020-12-06T08:11";8
"2020-12-06T08:16";5
"2020-12-06T08:21";11
"2020-12-06T08:26";4
"2020-12-06T08:31";7
"2020-12-06T08:37";4
"2020-12-06T08:42";6
"2020-12-06T08:47";5
"2020-12-06T08:52";6
"2020-12-06T08:57";4
"2020-12-06T09:02";4
"2020-12-06T09:07";4
"2020-12-06T09:12";4
"2020-12-06T09:18";4
"2020-12-06T09:23";4
"2020-12-06T09:28";3
"2020-12-06T09:33";4
"2020-12-06T09:38";5
"2020-12-06T09:43";4
"2020-12-06T09:48";4
"2020-12-06T09:53";5
"2020-12-06T09:59";5
"2020-12-06T10:04";4
"2020-12-06T10:09";6
"2020-12-06T10:14";6
"2020-12-06T10:19";4
"2020-12-06T10:24";4
"2020-12-06T10:29";5
"2020-12-06T10:34";3
"2020-12-06T10:40";4
"2020-12-06T10:45";6
"2020-12-06T10:50";4
"2020-12-06T10:55";4
"2020-12-06T11:00";4
"2020-12-06T11:05";4
"2020-12-06T11:10";4
"2020-12-06T11:15";5
"2020-12-06T11:21";5
"2020-12-06T11:26";5
"2020-12-06T11:31";6
"2020-12-06T11:36";5
"2020-12-06T11:41";4
"2020-12-06T11:46";6
"2020-12-06T11:51";5
"2020-12-06T11:57";5
"2020-12-06T12:02";5
"2020-12-06T12:07";6
"2020-12-06T12:12";5
"2020-12-06T12:17";6
"2020-12-06T12:22";8
"2020-12-06T12:27";5
"2020-12-06T12:32";5
"2020-12-06T12:38";4
"2020-12-06T12:43";8
"2020-12-06T12:48";4
"2020-12-06T12:53";6
"2020-12-06T12:58";6
"2020-12-06T13:03";6
"2020-12-06T13:08";6
"2020-12-06T13:13";5
"2020-12-06T13:19";4
"2020-12-06T13:24";5
"2020-12-06T13:29";5
"2020-12-06T13:34";4
"2020-12-06T13:39";5
"2020-12-06T13:44";5
"2020-12-06T13:49";4
"2020-12-06T13:54";6
"2020-12-06T14:00";7
"2020-12-06T14:05";7
"2020-12-06T14:10";5
"2020-12-06T14:15";7
"2020-12-06T14:20";6
"2020-12-06T14:25";7
"2020-12-06T14:30";6
"2020-12-06T14:35";8
"2020-12-06T14:41";5
"2020-12-06T14:46";6
"2020-12-06T14:51";6
"2020-12-06T14:56";5
"2020-12-06T15:01";6
"2020-12-06T15:06";6
"2020-12-06T15:11";8
"2020-12-06T15:17";6
"2020-12-06T15:22";5
"2020-12-06T15:27";5
"2020-12-06T15:32";5
"2020-12-06T15:37";6
"2020-12-06T15:42";8
"2020-12-06T15:47";7
"2020-12-06T15:52";5
"2020-12-06T15:57";6
"2020-12-06T16:02";6
"2020-12-06T16:08";7
"2020-12-06T16:13";5
"2020-12-06T16:18";5
"2020-12-06T16:23";5
"2020-12-06T16:28";6
"2020-12-06T16:33";6
"2020-12-06T16:38";5
"2020-12-06T16:43";6
"2020-12-06T16:49";5
"2020-12-06T16:54";6
"2020-12-06T16:59";6
"2020-12-06T17:04";6
"2020-12-06T17:09";6
"2020-12-06T17:14";4
"2020-12-06T17:25";6
"2020-12-06T17:30";4
"2020-12-06T17:35";5
"2020-12-06T17:40";6
"2020-12-06T17:45";5
"2020-12-06T17:50";5
"2020-12-06T17:55";5
"2020-12-06T18:00";5
"2020-12-06T18:06";8
"2020-12-06T18:11";6
"2020-12-06T18:16";6
"2020-12-06T18:21";6
"2020-12-06T18:26";8
"2020-12-06T18:31";6
"2020-12-06T18:36";5
"2020-12-06T18:41";5
"2020-12-06T18:47";5
"2020-12-06T18:52";6
"2020-12-06T18:57";5
"2020-12-06T19:02";5
"2020-12-06T19:07";5
"2020-12-06T19:12";5
"2020-12-06T19:17";6
"2020-12-06T19:22";5
"2020-12-06T19:28";5
"2020-12-06T19:33";4
"2020-12-06T19:38";5
"2020-12-06T19:43";6
"2020-12-06T19:48";5
"2020-12-06T19:53";5
"2020-12-06T19:58";5
"2020-12-06T20:03";6
"2020-12-06T20:08";8
"2020-12-06T20:14";4
"2020-12-06T20:19";4
"2020-12-06T20:24";4
"2020-12-06T20:29";4
"2020-12-06T20:34";6
"2020-12-06T20:39";4
"2020-12-06T20:44";5
"2020-12-06T20:55";5
"2020-12-06T21:00";7
"2020-12-06T21:05";7
"2020-12-06T21:10";7
"2020-12-06T21:15";6
"2020-12-06T21:20";6
"2020-12-06T21:25";6
"2020-12-06T21:31";6
"2020-12-06T21:36";5
"2020-12-06T21:41";7
"2020-12-06T21:46";6
"2020-12-06T21:51";6
"2020-12-06T21:56";5
"2020-12-06T22:01";4
"2020-12-06T22:07";5
"2020-12-06T22:12";6
"2020-12-06T22:17";5
"2020-12-06T22:22";5
"2020-12-06T22:27";4
"2020-12-06T22:32";5
"2020-12-06T22:37";6
"2020-12-06T22:42";4
"2020-12-06T22:47";4
"2020-12-06T22:53";5
"2020-12-06T22:58";4
"2020-12-06T23:03";4
"2020-12-06T23:08";5
"2020-12-06T23:13";6
"2020-12-06T23:18";6
"2020-12-06T23:23";5
"2020-12-06T23:28";6
"2020-12-06T23:34";6
"2020-12-06T23:39";6
"2020-12-06T23:44";5
"2020-12-06T23:49";5
"2020-12-06T23:54";5
"2020-12-06T23:59";6
"2020-12-07T00:04";5
"2020-12-07T00:09";8
"2020-12-07T00:14";5
"2020-12-07T00:19";5
"2020-12-07T00:25";6
"2020-12-07T00:30";6
"2020-12-07T00:35";7
"2020-12-07T00:40";5
"2020-12-07T00:50";5
"2020-12-07T00:55";4
"2020-12-07T01:00";4
"2020-12-07T01:05";6
"2020-12-07T01:11";4
"2020-12-07T01:16";7
"2020-12-07T01:21";7
"2020-12-07T01:26";9
"2020-12-07T01:31";8
"2020-12-07T01:36";7
"2020-12-07T01:46";9
"2020-12-07T01:51";6
"2020-12-07T01:57";9
"2020-12-07T02:02";8
"2020-12-07T02:07";19
"2020-12-07T02:12";9
"2020-12-07T02:17";7
"2020-12-07T02:22";7
"2020-12-07T02:27";9
"2020-12-07T02:32";6
"2020-12-07T02:37";5
"2020-12-07T02:43";6
"2020-12-07T02:48";6
"2020-12-07T02:53";5
"2020-12-07T02:58";7
"2020-12-07T03:03";5
"2020-12-07T03:08";9
"2020-12-07T03:13";5
"2020-12-07T03:18";6
"2020-12-07T03:23";4
"2020-12-07T03:29";7
"2020-12-07T03:34";5
"2020-12-07T03:39";5
"2020-12-07T03:44";7
"2020-12-07T03:49";6
"2020-12-07T03:54";5
"2020-12-07T03:59";7
"2020-12-07T04:05";5
"2020-12-07T04:10";5
"2020-12-07T04:15";6
"2020-12-07T04:20";7
"2020-12-07T04:25";6
"2020-12-07T04:30";8
"2020-12-07T04:35";7
"2020-12-07T04:40";8
"2020-12-07T04:46";7
"2020-12-07T04:51";9
"2020-12-07T05:01";7
"2020-12-07T05:06";5
"2020-12-07T05:11";6
"2020-12-07T05:16";6
"2020-12-07T05:21";6
"2020-12-07T05:26";8
"2020-12-07T05:32";7
"2020-12-07T05:37";7
"2020-12-07T05:42";7
"2020-12-07T05:47";6
"2020-12-07T05:52";6
"2020-12-07T05:57";5
"2020-12-07T06:02";6
"2020-12-07T06:08";8
"2020-12-07T06:13";5
"2020-12-07T06:18";5
"2020-12-07T06:23";5
"2020-12-07T06:28";6
"2020-12-07T06:33";8
"2020-12-07T06:38";5
"2020-12-07T06:43";6
"2020-12-07T06:49";4
"2020-12-07T06:54";6
"2020-12-07T06:59";6
"2020-12-07T07:04";5
"2020-12-07T07:09";6
"2020-12-07T07:14";6
"2020-12-07T07:19";5
"2020-12-07T07:24";8
"2020-12-07T07:30";6
"2020-12-07T07:35";6
"2020-12-07T07:40";6
"2020-12-07T07:45";7
"2020-12-07T07:50";8
"2020-12-07T07:55";4
"2020-12-07T08:00";6
"2020-12-07T08:05";5
"2020-12-07T08:11";5
"2020-12-07T08:16";6
"2020-12-07T08:21";6
"2020-12-07T08:26";6
"2020-12-07T08:31";4
"2020-12-07T08:36";5
"2020-12-07T08:41";6
"2020-12-07T08:46";5
"2020-12-07T08:51";5
"2020-12-07T08:57";6
"2020-12-07T09:02";6
"2020-12-07T09:07";6
"2020-12-07T09:12";6
"2020-12-07T09:17";6
"2020-12-07T09:22";6
"2020-12-07T09:27";6
"2020-12-07T09:32";5
"2020-12-07T09:37";6
"2020-12-07T09:43";5
"2020-12-07T09:48";4
"2020-12-07T09:53";5
"2020-12-07T09:58";4
"2020-12-07T10:03";4
"2020-12-07T10:08";7
"2020-12-07T10:18";6
"2020-12-07T10:24";5
"2020-12-07T10:29";6
"2020-12-07T10:34";5
"2020-12-07T10:39";5
"2020-12-07T10:44";6
"2020-12-07T10:49";5
"2020-12-07T10:54";5
"2020-12-07T11:00";5
"2020-12-07T11:05";6
"2020-12-07T11:10";5
"2020-12-07T11:15";8
"2020-12-07T11:20";6
"2020-12-07T11:25";6
"2020-12-07T11:30";11
"2020-12-07T11:35";6
"2020-12-07T11:41";10
"2020-12-07T11:46";7
"2020-12-07T11:51";8
"2020-12-07T11:56";11
"2020-12-07T12:01";6
"2020-12-07T12:06";7
"2020-12-07T12:11";5
"2020-12-07T12:16";5
"2020-12-07T12:22";6
"2020-12-07T12:27";5
"2020-12-07T12:32";6
"2020-12-07T12:37";5
"2020-12-07T12:42";5
"2020-12-07T12:47";4
"2020-12-07T12:52";8
"2020-12-07T12:57";6
"2020-12-07T13:02";5
"2020-12-07T13:08";6
"2020-12-07T13:13";5
"2020-12-07T13:18";6
"2020-12-07T13:23";6
"2020-12-07T13:28";4
"2020-12-07T13:33";5
"2020-12-07T13:38";6
"2020-12-07T13:43";5
"2020-12-07T13:49";5
"2020-12-07T13:54";6
"2020-12-07T13:59";6
"2020-12-07T14:04";6
"2020-12-07T14:09";4
"2020-12-07T14:14";3
"2020-12-07T14:19";7
"2020-12-07T14:25";3
"2020-12-07T14:30";4
"2020-12-07T14:35";4
"2020-12-07T14:40";4
"2020-12-07T14:45";5
"2020-12-07T14:50";4
"2020-12-07T14:55";5
"2020-12-07T15:00";6
"2020-12-07T15:06";5
"2020-12-07T15:11";5
"2020-12-07T15:16";5
"2020-12-07T15:21";5
"2020-12-07T15:26";5
"2020-12-07T15:31";4
"2020-12-07T15:36";5
"2020-12-07T15:41";5
"2020-12-07T15:47";5
"2020-12-07T15:52";6
"2020-12-07T15:57";5
"2020-12-07T16:02";4
"2020-12-07T16:07";5
"2020-12-07T16:12";4
"2020-12-07T16:17";4
"2020-12-07T16:27";7
"2020-12-07T16:33";6
"2020-12-07T16:38";5
"2020-12-07T16:43";6
"2020-12-07T16:48";5
"2020-12-07T16:53";5
"2020-12-07T16:58";5
"2020-12-07T17:03";4
"2020-12-07T17:08";4
"2020-12-07T17:14";5
"2020-12-07T17:19";6
"2020-12-07T17:24";8
"2020-12-07T17:29";7
"2020-12-07T17:34";5
"2020-12-07T17:39";6
"2020-12-07T17:44";5
"2020-12-07T17:49";5
"2020-12-07T18:00";5
"2020-12-07T18:05";5
"2020-12-07T18:10";6
"2020-12-07T18:15";5
"2020-12-07T18:20";5
"2020-12-07T18:25";6
"2020-12-07T18:30";7
"2020-12-07T18:36";4
"2020-12-07T18:41";5
"2020-12-07T18:46";5
"2020-12-07T18:51";28
"2020-12-07T18:56";7
"2020-12-07T19:01";4
"2020-12-07T19:06";4
"2020-12-07T19:11";4
"2020-12-07T19:17";7
"2020-12-07T19:22";5
"2020-12-07T19:27";4
"2020-12-07T19:32";5
"2020-12-07T19:37";5
"2020-12-07T19:42";5
"2020-12-07T19:47";6
"2020-12-07T19:52";6
"2020-12-07T19:57";4
"2020-12-07T20:02";8
"2020-12-07T20:08";4
"2020-12-07T20:13";5
"2020-12-07T20:18";4
"2020-12-07T20:23";4
"2020-12-07T20:28";5
"2020-12-07T20:33";6
"2020-12-07T20:38";5
"2020-12-07T20:43";4
